,Emotion,URLs,color
43,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxw4F9AU1T1clfWyXM0rytKJpwuEhSxIQTgf-J-KC0Otc3mD8lMw2jySiWFBI&s,"(138, 158, 182)"
44,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVWoNtxUoICqhtds9szq00pQcPk5fHo0_bIVsf6O_8wN1uovu_1iB0G6YuQx0&s,"(207, 196, 225)"
45,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgv8EaRPld35yOSHVqQKWVDIYcvg07kW9-s958skhhT8C2EJ1AQOYuJ5Z6yA&s,"(201, 206, 217)"
46,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLOMKMWPqljhOxZVkn-vPvzuVdUhJyLeKwvjGOwT8pfTl7C_2CVGl2CoxZja4&s,"(229, 144, 30)"
47,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSMfL9RSVb9cU29-q-lpttUv3kdtPskJsCFTAhYcvzbmDWggAYAEvAjo_fHw&s,"(80, 89, 44)"
48,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjwadlSYFH0wBtgX5QK37ualb6T11ZsaCk6zI3qwMlVSIRY7l2i2U-sSi9AA&s,"(240, 223, 187)"
49,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoenk2j5NGD0TjhgntOBufbsUyGdVBaSj-XO5YInVbM785rswBCgVZhFu5oQ&s,"(204, 181, 170)"
50,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeC0VDzANd_h-_nNyLim8qSYOKEOFsnOg2uH16dUSzsmt1-4IaBZ8FbIODKq8&s,"(215, 181, 172)"
51,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ8SWUTbTHiol-ymR4HXRY8pg692JZXroE4cqKK_wov3sUEqh0qC56h_Pn9f8&s,"(55, 71, 74)"
52,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXjlnUj7zGJgfQPzIwsL6Ou6C3OW7uxiZoRtNz6Vu60ZfcG8_vloVtk7aqyQ&s,"(45, 35, 37)"
53,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU1XeJu3eO37XvpXORwU3gNTCDxawIOjzxivZyNa403Ku6Fh9pTj7zuDLbqoI&s,"(224, 224, 224)"
54,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-W9TGffM0CpPSRbfGBySy9WUqpQETW6mEag7da_KZCXI9jOH_A8GGAtgl8g&s,"(54, 48, 49)"
55,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZtwDe67QSs9gfnSq1HP_HEOT8utfezXXydfUm4i45pIp6GEMM7wBELaxBrEE&s,"(58, 50, 15)"
56,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_kvQjXhSGGRg9oM4bHN6toWt62hMNv1FN3ZRmNNiDXSRwki9jwDq7cmpI9uE&s,"(85, 92, 123)"
57,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGTfKUz_GLFJrxTJp83tb_hlGAhWWs5ltfioPfCMvUlzDvtBuRPZxffiz_xA&s,"(103, 102, 74)"
58,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtTAzeYCK6JrT9cMuKyLbmFMZlS2IoK8HB1HBwuZ7HzqvIVTIR8Px7LtmGfQ&s,"(37, 29, 37)"
59,peaceful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjX6nUSflv4xqxUjoWoy6coyGjt1B3o-zXQRFm3V7Wci5KD7C3UNyP-AEh0A&s,"(208, 159, 129)"
60,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsqH5f_PaacuVrEsAY0XXWYknqjzfsEV3OH1i5x-HCOKKEpPqk5vSIAmHN4BY&s,"(35, 27, 24)"
61,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8Gu7sIllvh3VV49YRurUlHTMKiYPpAtrbSx4oFXFoRr57OeUgFXB4qM5KKw&s,"(42, 22, 21)"
62,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNgjY0_QY1kdWGio3DAo6RR_i66MT5-re3DoqK2CAM5WV4pZSIMtJkat9wSA&s,"(218, 17, 12)"
63,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnHMNipc-lBVOVW0Ih06OJ4264SwVsTIGmXddN4UoBI2zajNES9cGiPh7ggg&s,"(220, 54, 42)"
64,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnvT-HIxcwMdsShQ2bKQ7pnwoPgX74nVvI0RSDfFT9IzJMXYQ2jfS0aHQKjNw&s,"(187, 175, 170)"
65,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQ7lcTAvbirBiAKqO2A7AZ09aR7iBOUucCpic8mq5DcH5KrQARs6u4sOtD1Q&s,"(60, 28, 25)"
66,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRuEOHrxqf5eK8RHWX8UWLpo6clw2rzWnt9zmUIQsijuQpsI-1rxuniIZCDg&s,"(229, 20, 17)"
67,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFh_OZ9KdZ5JvjsTQMeZMIhtf_31I4ZaoNzRw3lTztOYbvTveJ8OysziCUJg&s,"(191, 36, 43)"
68,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr7NUDfay67ucbg-TpFXruCcEVjTowIfkRAPDa5wHnHmpnbKJKAfxfUyHQ4Q&s,"(179, 230, 223)"
69,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh-gxbII5DDMON9sslHp_hmHziguVcAtUfAVhsriRaYonfYMmfB0nZ0V0H8wg&s,"(238, 114, 60)"
70,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjzJTeksl7tHHQO93dRhiKWxf1uqZQ_2idXZZ3ARxCBmuNT4xwapUSpiw6vQ&s,"(215, 212, 212)"
71,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzypNH_ARe3bPKaAj_diwhhnqgrEnze5EzMCaD8nFR70b71998sHUqY6mdFQ&s,"(30, 13, 12)"
72,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU2GKlyFh9wApsP4J21HvuALs-sEgTwh2Dls5c2SufhbjZMJSUMlFJ3ZEoMjc&s,"(238, 179, 81)"
73,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1S0Fc11tgO4YJhgrToHK8Sj1BbzcoR-RrZSk4aLb6yNXZRL3wDrs1YNoXrt0&s,"(195, 66, 8)"
74,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNpVBk2i7AqM4mMrlfaRzhnkeJ2KaUj5KjnsRuojoUEZpKPAO5HZAlGJJbWJ4&s,"(102, 51, 59)"
75,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK95Ae3M3bHsEl-FFEoJvqzpWVi5tLwS8VgKBC4h7x9uQ5BfR3cO47_-V-oA&s,"(189, 180, 175)"
76,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7o3rceIQIvG1hG8diUPWT1MeoaRWH0Pm0w4nwlBmezB-HGbpz90I2w96j&s,"(49, 38, 40)"
77,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyhgnS45UVks9Syyx4wdoGwgnsQBMwKHHZkz5TJmOM5z8NQamV_TdzUMpA6Wo&s,"(186, 178, 174)"
78,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSONswaPKJr_Gs7oWOwJ2oO3-DljQJquZ2dnTGrFHQl_uJtsCHkdwnKt_RGcQ&s,"(197, 175, 172)"
79,angry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFouiG3s0a5Ff7nKVBUvGVWytOq8SyaToZp2tDFwfcPNniM1R-tC5q69R6zDc&s,"(239, 213, 212)"
80,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx3tebApK-GSoliBABo6ng88CMpeyxNOCxPZVvjtzVjQhdKJ_b_bLOtM9VNw&s,"(41, 41, 50)"
81,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVcfno3xPENVUHADhyet9NbEjENUyUA66IWUuWYaLOd48SR2m1PRmvtnziplY&s,"(185, 155, 120)"
82,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF7jXHBhVKyr0C5bUdaXC7rKs5rj7EazFu3RDsADP0VES0WPpmFgLMtF4HwA&s,"(123, 122, 121)"
83,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzMXlJvsfKYTZwskf6ZY5oqwWkZxV3Qh91JpOwcKNOI9xTTWZwajt_Up_NLg&s,"(80, 97, 124)"
84,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8VmMemPcTfCxgxfE47dtsU6fSiHuukkuCgQjPK2RCqG-vbEyENo2Mg1KnpQ&s,"(55, 61, 59)"
85,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnKWcXNC8NFtn7VAMfxJ979xPeFUgRp5Sfq9giTGezQBUn-ivXYBTdxQ92ti0&s,"(34, 53, 67)"
86,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS16vXxyBXWy0zc37B5x0HUVastUXYrD9Zf-_qJQTDVRO5ZSBF7JytSO9R-MsI&s,"(192, 210, 214)"
87,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4y7L9kx6bXOVLGpghAS2q54j8stAgzs8usrWaaVOiREEfxkIz4em7aZJkkeM&s,"(53, 59, 64)"
88,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaVze68xMjtntMG-qao7EKekin7ACxfUMe_JBYNSkSglBiZ0I4rFdAgVdASUE&s,"(70, 73, 74)"
89,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo34D0lqng7w1jZBwCGibsh6jNit9T59T8VV6hquIlGmBWj4JLN0y1L2i9ug&s,"(34, 31, 25)"
90,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZ1PrKwhH2RzGaLFex6vjXsKTo6NVJ5L8A9daj-Bey1eFmpCREivLvd6rbzQ&s,"(65, 47, 26)"
91,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVc3PZqBqh8fPRyIlNg4sLYlWDDmJSjanLcaYP4B9eP5MWxzuNZujaXC-U-A&s,"(79, 51, 40)"
92,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_EogQKByrASU3XZeU_iG1TIsdDMHQwj-pvCjQCKYh4TscQPhQRPbUxpmX0w&s,"(42, 42, 42)"
93,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS5sGx042rh0eNlPiAZbEcLJOIUJxHoOxTA-upDZxsWvX8LCvcq3u4U3BR-Bw&s,"(239, 179, 46)"
94,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjwtPQ4nvlwMphwBQp5BngVAl3x80g4IKADKytqFYIoRuttIFnWxeMPjC5Ng&s,"(156, 188, 188)"
95,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSODHb2SwxObMyr12bRC87_muAHwWiT7i_niG_1GAJSO5_SFShkpuL6OJjFw&s,"(37, 32, 30)"
96,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMF31CdH7HZwOd5eI8IQr8QdWHhK3oQcfHrx-jsczVBDB2b3wp5r3yn6s88F8&s,"(234, 197, 80)"
97,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3opGrfnSMz_jK1t_1zqxsLyDOPjEIQpXCdbNxju10f6kkRQUPBIUxC0oM4sw&s,"(200, 185, 155)"
98,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhLMhOYYBayijmlxbeAqHCTZGfV54DCA2wwdq3Ue9YqtNFgSVnEt6kETFOZoE&s,"(33, 33, 33)"
99,sad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4P1XcHysPEaY0Z98CnRbVF3LeqmlvQHHrl9a-5TlT-gNRqvbMH3IttLWXGg&s,"(212, 195, 150)"
100,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS04-HOV3NChtDh1DxLrEzK48I_m0qdECuFZuU8hQ0IzEltcrMoqJ4VhRO_QTU&s,"(242, 158, 13)"
101,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkjdRnPoOtYMnzCR0c8LqSNdhpskY24W--7hS6D2EJ1cknI7OY6jjyBrmjlgE&s,"(72, 43, 32)"
102,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVzy5IwtLSe9k1IQNe4NJzSyskmczfsoPELDociVfTuD3-Dr3yJQdU4a86FQ&s,"(251, 203, 75)"
103,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8Uhxa1MMgq4VbAc1KzJUtlqt_2lOT4txHEpkSuh-5ivWLRIFg2cQrgiLVOA&s,"(180, 155, 144)"
104,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4gyzt_YmmrDhVQecb1aDXaC8GHzU9uJoqve0UxfNCjSjchqnMsmxGKbHsew&s,"(210, 200, 203)"
105,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLXQCxVc9saTQmAggu31CwDkAU5e5W7UXgQ-1NwGz8BJt0BgfmeJ2SffN9WQ&s,"(230, 222, 208)"
106,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLk7IEsLG4RAuEo8WEPYCMfveE6KekPsb4M3vSnlqj3UYiKD8ocHM_VFu37g&s,"(232, 109, 52)"
107,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWMz9Z74jTvD09DTZA7-JveJUVa1ojyHU5gA6s-UWawhwnm_dm5vkzMMVWiQ&s,"(137, 108, 82)"
108,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnoitDX5UjNa7pxIpliRHZvphmbQKJ1t3W2ecuSwR2ysYfjTzWL6KV-Qlg-g&s,"(197, 150, 133)"
109,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsO2vfOK9-pCQCxg238-p4Li61CtZZ3QWtP2HpzU6BN82Yxk-F_r5dfyNFRFk&s,"(248, 204, 46)"
110,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrHSsNCOz98uaRamSV7k1cCLNGSZdFu_NQDwZX3Y_B8-Zq2HXjPn60L5ATFQ&s,"(231, 151, 158)"
111,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy-qTFf9XNG9I92oxag9BVwIMjOo7tDk7kmlVjK5CD34JkieLNlk4PBDzAFF8&s,"(206, 193, 187)"
112,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZYAEgDRL3bwsHQKfsorEM1hfZO7h6H0B-i4X2YqUxd1Vi9RJgDvgb2loMMA&s,"(248, 180, 30)"
113,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7up9xD96esQXErdGmIqoevl8SyVB3BOsQV350l40zV6fe_Z-8UyoGRGXZ_0o&s,"(224, 221, 222)"
114,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3ZdcM3hnTPQdfZz1CXNmoWJ8LVziLFMmmlVoR8am0MymqB5KGSS1CWKwe7w&s,"(53, 44, 35)"
115,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFllO1BW9Dym9rRkK3DYWZiRrnGekTB2lW8qLzLocLqi3K1HsxfhRrDe1E8n8&s,"(212, 197, 177)"
116,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-k3Zs-s_vYQMXLNOG0AzsgxaJbqpIL3kyFbpPeimMpk7vGPE7-YLChyFmvA&s,"(241, 185, 185)"
117,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7lv2N2V7CPF3LlL-5odYuDmFuCf_2W5E17PEAqWFXr0Gl81E-0cLCLDj5cw&s,"(196, 203, 209)"
118,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLKAUWKZHGvGG4ytCPiH4uOaxyFgIV0GWZRYkUWNCbzdQIqYqpI4D1DDQO&s,"(222, 184, 100)"
119,astonished,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdCUe9o8ndgiri_ANLhS2B89WNjNwQHOnzSUGUchPTFkRXBmOt7bjiIofS6w&s,"(250, 199, 52)"
120,disgusted,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6WWiEmuLnKS3RlG9drz2jeAX4TxVg0dGYSxX3uZPJU1y6Hxo3sx0oJGMduA&s,"(226, 172, 176)"
121,disgusted,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiDFmUBH8KROn61XX-GJrrf9f7E9uDdO9GkYX4Q-f4T5VpEkOMyWjz1IZM3A&s,"(13, 125, 211)"
122,disgusted,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrFythc_eq0uhwvbCg3cenjegv2n3SsI_YosARVDIHhMtx0vDBqd74Wsv-OA&s,"(47, 133, 206)"
123,disgusted,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQJJRPb4CK25gduRgZMQFknFS8dIIGZad6yEcDnnXSEnbDF52Cw_i-TTA6Yro&s,"(233, 227, 231)"
124,disgusted,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj5m0XxKjcuOM0jEpD4XGftd6HstLQif9zBBmmV-vGF1oq_I74PPpm-0fGlYA&s,"(181, 173, 166)"
